date,Conductivity (S/m),Density (kg/m3),Practical Salinity (psu),Pressure (decibar),Temperature (C),Turbidity (NTU),Chlorophyll (ug/l),Oxygen Concentration Corrected (ml/l)
25-11-2017 06:00:00,3.152898389,1022.468019,29.0394639,8.229936111,9.166552778,2.548536111,0.747048611,5.214291733210519
25-11-2017 07:00:00,3.146416778,1022.421664,28.98069917,7.846805556,9.157885833,3.734912476,0.545881944,5.21403839070786
25-11-2017 08:00:00,3.148178117,1022.441993,29.00689694,7.49157734,9.147836712,2.609919467,0.568758678,5.213785048205202
25-11-2017 09:00:00,3.14528475,1022.421378,28.98101753,7.263427778,9.143519722,9.84808548,0.511854167,5.213531705702543
25-11-2017 10:00:00,3.149736417,1022.448618,29.01828993,7.180063889,9.153505556,2.791327778,0.534930556,5.213278363199885
25-11-2017 11:00:00,3.158269397,1022.501075,29.08879753,7.266181616,9.173626493,1.768508748,0.491273257,5.213025020697227
25-11-2017 12:00:00,3.136513472,1022.301181,28.83878245,7.402166667,9.208904722,1.622591667,0.4034375,5.212771678194568
25-11-2017 13:00:00,3.157763667,1022.454711,29.0374165,7.7545,9.230208889,1.104783333,0.365645833,5.21251833569191
25-11-2017 14:00:00,3.163943099,1022.501208,29.0946969,8.355145793,9.236754235,0.722607609,0.356359345,5.212264993189251
25-11-2017 15:00:00,3.164550056,1022.509211,29.10122999,8.964225,9.236009722,0.577044444,0.314090278,5.212011650686593
25-11-2017 16:00:00,3.172675923,1022.573443,29.18085656,9.525720633,9.239451264,0.553493474,0.327082755,5.211758308183935
25-11-2017 17:00:00,3.164518806,1022.519833,29.10766889,9.899508333,9.227302222,4.360002829,0.376173611,5.211504965681276
25-11-2017 18:00:00,3.162484278,1022.512586,29.09594417,9.952669444,9.216201944,1.256516667,0.459055556,5.211251623178618
25-11-2017 19:00:00,3.170924577,1022.57278,29.17527557,9.834981949,9.224302416,1.487970008,0.441884199,5.210998280675959
25-11-2017 20:00:00,3.15781375,1022.481688,29.05677313,9.555466667,9.206133889,2.840441667,0.426486111,5.210744938173301
